,degree_centrality,close_centrality,eigen_vector_centrality,pagerank
RR Pant,8.738269974695864,2.859431736355358,0.00040375732031843197,0.011299504205653333
AR Patel,3.3349656929780824,1.4627971701927909,0.00040375732031843197,0.011299504205653333
MP Stoinis,10.033638759199595,1.7454797739709138,0.00040375732031843197,0.011299504205653333
R Ashwin,1.2991079149005138,1.0402148550182904,0.00040375732031843197,0.011299504205653333
A Nortje,0.2536469537223006,0.4794917496023871,0.00040375732031843197,0.011299504205653333
AM Rahane,3.7743604652409126,0.8055776782693879,0.00040375732031843197,0.011299504205653333
K Rabada,2.1196764772498264,0.7714078788366048,0.00040375732031843197,0.011299504205653333
TU Deshpande,0.6989641187789303,0.3093380767441104,0.00040375732031843197,0.011299504205653333
HV Patel,0.5697893928906188,0.8538005314884412,0.00040375732031843197,0.011299504205653333
AT Carey,1.27812570307352,0.676666514713785,0.00040375732031843197,0.011299504205653333
P Dubey,0.2695803556045703,1.2531990214205,0.00040375732031843197,0.011299504205653333
DR Sams,0.0,0.0,0.00040375732031843197,0.011299504205653333
,degree_centrality,close_centrality,eigen_vector_centrality,pagerank
KL Rahul,21.806547240809163,1.5082814622460001,0.0004069720746329942,0.011198389156665852
MA Agarwal,14.170758884617053,1.323388874952341,0.0004069720746329942,0.011198389156665852
KK Nair,0.6298871777420797,0.3479640321897897,0.0004069720746329942,0.011198389156665852
N Pooran,10.982264707965353,1.5279928470160817,0.0004069720746329942,0.011198389156665852
GJ Maxwell,3.194157824322667,2.4702633347734775,0.0004069720746329942,0.011198389156665852
SN Khan,1.2310825442315332,0.5452379126464878,0.0004069720746329942,0.011198389156665852
K Gowtham,1.6274053122079772,0.30302880372341057,0.0004069720746329942,0.011198389156665852
CJ Jordan,1.0689578088973892,1.2814939956438682,0.0004069720746329942,0.011198389156665852
Mandeep Singh,3.924762140747651,0.5898621139648667,0.0004069720746329942,0.011198389156665852
CH Gayle,9.539051844160564,1.4705232227939928,0.0004069720746329942,0.011198389156665852
DJ Hooda,4.531176695014352,0.6802188456286088,0.0004069720746329942,0.011198389156665852
M Ashwin,0.11531995322740245,0.47515212254634237,0.0004069720746329942,0.011198389156665852
JDS Neesham,0.4524293256454197,1.483619294029563,0.0004069720746329942,0.011198389156665852
Ravi Bishnoi,0.26938510191399556,0.45766328708199233,0.0004069720746329942,0.011198389156665852
Mohammed Shami,0.08209280763631471,0.6674704170272062,0.0004069720746329942,0.011198389156665852
P Simran Singh,0.3793643728967789,0.9027356754922237,0.0004069720746329942,0.011198389156665852
Mujeeb Ur Rahman,0.04880429477794046,0.28068493150684926,0.0004069720746329942,0.011198389156665852
SS Cottrell,0.0,0.0,0.0004069720746329942,0.011198389156665852
Arshdeep Singh,0.0,0.0,0.0004069720746329942,0.011198389156665852
,degree_centrality,close_centrality,eigen_vector_centrality,pagerank
Shubman Gill,13.84200912137762,2.4430630779041915,0.00040160330905487956,0.011454706095355748
RA Tripathi,6.790703607218217,1.744306791706301,0.00040160330905487956,0.011454706095355748
N Rana,11.311620074839858,1.439377386538999,0.00040160330905487956,0.011454706095355748
T Banton,0.27973205322815947,0.4531499408717786,0.00040160330905487956,0.011454706095355748
KD Karthik,5.082836985917079,1.873191445435568,0.00040160330905487956,0.011454706095355748
EJG Morgan,13.938791864567559,1.8683293196540387,0.00040160330905487956,0.011454706095355748
PJ Cummins,5.437351905851847,1.1423332006429534,0.00040160330905487956,0.011454706095355748
Kuldeep Yadav,0.4719531519949281,0.7460754834838397,0.00040160330905487956,0.011454706095355748
LH Ferguson,1.5718392255238567,0.43906579875585866,0.00040160330905487956,0.011454706095355748
SP Narine,3.78903142203405,0.5352737383728883,0.00040160330905487956,0.011454706095355748
AD Russell,3.4016897116038587,1.8259359707165232,0.00040160330905487956,0.011454706095355748
KL Nagarkoti,0.6608782915842593,2.131180161552909,0.00040160330905487956,0.011454706095355748
Shivam Mavi,0.31775013580652456,0.7092116958630396,0.00040160330905487956,0.011454706095355748
CV Varun,0.27330331691160753,1.855236369799038,0.00040160330905487956,0.011454706095355748
NS Naik,0.04214075010535188,0.33422535211267607,0.00040160330905487956,0.011454706095355748
M Prasidh Krishna,0.05673758865248227,0.2482394366197183,0.00040160330905487956,0.011454706095355748
RK Singh,0.3397841804446702,0.6632213200189061,0.00040160330905487956,0.011454706095355748
,degree_centrality,close_centrality,eigen_vector_centrality,pagerank
D Padikkal,13.993062170468615,1.7929994116481327,0.0003949210520710178,0.012135873250450879
AJ Finch,8.381650756085106,1.8234572799941948,0.0003949210520710178,0.012135873250450879
Gurkeerat Singh,2.6654195479792726,1.0975282058489306,0.0003949210520710178,0.012135873250450879
V Kohli,14.658387940690801,1.6291421070003387,0.0003949210520710178,0.012135873250450879
JR Philippe,2.4449545375798643,1.0316707410839125,0.0003949210520710178,0.012135873250450879
AB de Villiers,14.532881521586683,1.4059727790765542,0.0003949210520710178,0.012135873250450879
S Dube,3.5077153124983527,2.250901707994129,0.0003949210520710178,0.012135873250450879
CH Morris,1.0004549016066142,0.5370691192306201,0.0003949210520710178,0.012135873250450879
Washington Sundar,3.291732706386026,1.4690806717510203,0.0003949210520710178,0.012135873250450879
I Udana,0.4163567250326828,0.3226280497772933,0.0003949210520710178,0.012135873250450879
Mohammed Siraj,0.4748839545085638,0.282865649457383,0.0003949210520710178,0.012135873250450879
Shahbaz Ahmed,0.04297378599054577,0.3473134328358209,0.0003949210520710178,0.012135873250450879
UT Yadav,0.0,0.0,0.0003949210520710178,0.012135873250450879
NA Saini,0.8817470739381746,1.08333093336014,0.0003949210520710178,0.012135873250450879
DW Steyn,0.03188775510204082,0.4680597014925373,0.0003949210520710178,0.012135873250450879
YS Chahal,0.01594387755102041,0.9361194029850746,0.0003949210520710178,0.012135873250450879
MM Ali,0.36165395042120685,0.371427874775064,0.0003949210520710178,0.012135873250450879
,degree_centrality,close_centrality,eigen_vector_centrality,pagerank
DA Warner,16.70781495459179,1.6664121154577476,0.00038561320856416196,0.011049780023771815
WP Saha,7.79993126060852,0.7439336816020441,0.00038561320856416196,0.011049780023771815
JM Bairstow,9.728016204995278,1.6569072987722682,0.00038561320856416196,0.011049780023771815
MK Pandey,13.792606131545332,1.682823832887118,0.00038561320856416196,0.011049780023771815
Abdul Samad,3.411897354842934,1.2494976991865268,0.00038561320856416196,0.011049780023771815
V Shankar,3.282316562486699,0.9019624583518431,0.00038561320856416196,0.011049780023771815
JO Holder,1.9771082060734926,1.1247154827921733,0.00038561320856416196,0.011049780023771815
PK Garg,4.377003097757672,1.7315380407895367,0.00038561320856416196,0.011049780023771815
Rashid Khan,1.2520288284139056,0.8512499468837099,0.00038561320856416196,0.011049780023771815
Sandeep Sharma,0.3629181784988465,0.9063954023512715,0.00038561320856416196,0.011049780023771815
KK Ahmed,0.0,0.0,0.00038561320856416196,0.011049780023771815
KS Williamson,10.219738652374016,1.5771852491440483,0.00038561320856416196,0.011049780023771815
Abhishek Sharma,2.288775015764183,1.8626373782367796,0.00038561320856416196,0.011049780023771815
S Nadeem,0.2668502791314217,0.44377338864711285,0.00038561320856416196,0.011049780023771815
T Natarajan,0.1374351923462519,0.38295561747219237,0.00038561320856416196,0.011049780023771815
B Kumar,0.0,0.0,0.00038561320856416196,0.011049780023771815
MR Marsh,0.0,0.0,0.00038561320856416196,0.011049780023771815
Mohammad Nabi,0.35889740362583816,0.14664797910390706,0.00038561320856416196,0.011049780023771815
SP Goswami,0.0,0.0,0.00038561320856416196,0.011049780023771815
,degree_centrality,close_centrality,eigen_vector_centrality,pagerank
YBK Jaiswal,1.2066553730213827,0.8036237946456198,0.00040074244547929066,0.012150578433630007
SPD Smith,9.915135785873627,1.564794658410668,0.00040074244547929066,0.012150578433630007
SV Samson,10.994119850281175,1.786078731519507,0.00040074244547929066,0.012150578433630007
RV Uthappa,5.897201245637586,2.3123449698195455,0.00040074244547929066,0.012150578433630007
R Tewatia,8.298867814495853,1.6431595178012877,0.00040074244547929066,0.012150578433630007
R Parag,3.176702143406086,0.8060579635774597,0.00040074244547929066,0.012150578433630007
TK Curran,2.937538457818001,0.8716842680957017,0.00040074244547929066,0.012150578433630007
JC Archer,4.090328516850351,1.3372268137300534,0.00040074244547929066,0.012150578433630007
JC Buttler,10.87854101577574,1.610064390964887,0.00040074244547929066,0.012150578433630007
MK Lomror,2.0195440802332474,0.7502443397900592,0.00040074244547929066,0.012150578433630007
AJ Tye,0.1971738416036806,0.07684343434343434,0.00040074244547929066,0.012150578433630007
S Gopal,1.0178068448325168,1.4886434718375645,0.00040074244547929066,0.012150578433630007
Kartik Tyagi,0.12551064292273928,1.9315034707731664,0.00040074244547929066,0.012150578433630007
VR Aaron,0.027624309392265192,0.5484848484848486,0.00040074244547929066,0.012150578433630007
JD Unadkat,0.2949274973627278,0.2054947780319105,0.00040074244547929066,0.012150578433630007
AS Rajpoot,0.3086300244647937,0.4418352900049481,0.00040074244547929066,0.012150578433630007
BA Stokes,9.304407634261345,1.2766839486962038,0.00040074244547929066,0.012150578433630007
